frame_id,object_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,velocity_x,velocity_y
188,1,Car,517,307,541,325,0.674,-10.42,1.49
188,2,Car,719,303,764,334,0.659,15.21,3.10
189,1,Car,517,307,540,325,0.665,-11.36,0.25
189,2,Car,719,303,764,334,0.656,13.32,1.56
190,1,Car,516,307,540,325,0.678,-11.26,1.78
190,2,Car,719,303,765,334,0.586,13.97,3.25
191,1,Car,515,307,540,325,0.702,-12.86,3.69
191,2,Car,720,303,766,335,0.642,12.78,4.67
192,1,Car,515,307,539,325,0.686,-13.17,2.50
192,2,Car,720,303,766,335,0.641,12.08,3.77
193,1,Car,515,307,538,325,0.688,-13.50,-0.33
193,2,Car,720,302,768,334,0.606,11.87,0.37
194,1,Car,514,306,538,325,0.703,-12.94,-1.99
194,2,Car,721,301,768,334,0.521,11.61,-2.27
195,1,Car,514,306,538,324,0.663,-12.34,-4.04
195,2,Car,722,301,769,333,0.546,12.32,-5.31
196,1,Car,514,306,538,324,0.653,-11.65,-3.80
196,2,Car,723,301,769,333,0.540,13.01,-5.32
197,1,Car,513,306,537,325,0.617,-11.26,-2.64
197,2,Car,722,301,770,333,0.616,13.13,-3.74
198,1,Car,513,306,537,325,0.673,-10.96,-0.10
198,2,Car,723,302,771,334,0.646,14.39,-0.65
199,1,Car,513,306,536,325,0.628,-10.21,-1.31
199,2,Car,724,302,772,334,0.693,15.15,-1.80
200,1,Car,512,306,536,325,0.547,-8.93,-1.41
200,2,Car,724,302,772,335,0.694,15.60,-0.45
201,1,Car,512,306,536,325,0.518,-8.49,-1.67
201,2,Car,725,302,773,335,0.634,16.72,-0.00
202,1,Car,511,306,536,325,0.474,-8.88,-1.31
202,2,Car,726,302,775,335,0.603,17.41,0.37
203,1,Car,511,306,535,325,0.426,-9.67,-0.50
203,2,Car,727,302,776,335,0.523,18.56,2.58
204,1,Car,510,307,534,325,0.448,-9.94,3.28
204,2,Car,726,303,776,336,0.530,16.80,6.60
205,1,Car,510,308,534,326,0.490,-9.50,4.34
205,2,Car,727,303,777,336,0.581,16.85,7.58
206,1,Car,510,308,534,326,0.504,-8.30,5.00
206,2,Car,728,303,778,337,0.693,19.05,7.79
206,92,Car,262,314,285,326,0.448,0.00,0.00
207,1,Car,509,308,534,326,0.557,-8.30,2.60
207,2,Car,728,303,778,337,0.654,18.09,4.24
208,1,Car,509,308,534,326,0.517,-8.22,2.76
208,2,Car,729,302,780,336,0.698,19.94,3.51
209,1,Car,509,307,534,325,0.442,-7.81,0.71
209,2,Car,730,301,781,336,0.520,19.81,-0.54
209,92,Car,250,314,272,326,0.402,0.00,0.00
210,1,Car,509,307,534,325,0.420,-7.01,1.36
210,2,Car,731,301,783,336,0.580,21.58,-0.93
210,92,Car,245,313,267,327,0.488,0.00,0.00
211,1,Car,509,307,533,325,0.473,-6.67,1.66
211,2,Car,731,301,783,335,0.569,18.24,-0.38
211,92,Car,239,313,263,327,0.305,0.00,0.00
212,1,Car,509,307,533,325,0.472,-5.93,2.29
212,2,Car,731,301,783,336,0.754,16.77,0.08
212,92,Car,234,313,260,327,0.379,0.00,0.00
212,94,Car,285,313,307,325,0.544,0.00,0.00
213,1,Car,509,307,532,325,0.468,-6.02,0.48
213,2,Car,732,301,784,336,0.764,18.27,-1.17
213,92,Car,229,313,255,327,0.656,0.00,0.00
213,94,Car,281,313,304,325,0.645,0.00,0.00
213,95,Car,133,315,171,331,0.527,0.00,0.00
214,1,Car,508,308,531,325,0.501,-6.35,-0.29
214,2,Car,733,302,785,337,0.748,19.50,-0.75
214,92,Car,223,314,250,328,0.661,0.00,0.00
214,94,Car,277,313,300,325,0.628,0.00,0.00
214,95,Car,123,314,160,332,0.694,0.00,0.00
215,1,Car,508,307,531,325,0.533,-6.31,-1.72
215,2,Car,734,302,786,337,0.738,19.34,-1.60
215,92,Car,217,314,244,328,0.725,0.00,0.00
215,94,Car,272,312,297,325,0.727,0.00,0.00
215,95,Car,111,314,148,333,0.612,0.00,0.00
216,1,Car,508,307,531,325,0.600,-6.60,-2.71
216,2,Car,735,301,787,336,0.657,21.08,-2.36
216,92,Car,210,313,239,328,0.721,0.00,0.00
216,94,Car,267,312,293,325,0.714,0.00,0.00
216,95,Car,91,313,136,334,0.736,0.00,0.00
217,1,Car,508,307,531,324,0.665,-6.35,-3.11
217,2,Car,736,301,788,336,0.680,19.16,-2.09
217,92,Car,204,313,233,328,0.763,-125.81,1.13
217,94,Car,262,312,289,325,0.679,0.00,0.00
217,95,Car,74,313,125,334,0.758,0.00,0.00
218,1,Car,507,306,530,324,0.629,-7.51,-2.05
218,2,Car,736,300,790,336,0.630,20.25,-1.03
218,92,Car,197,312,227,328,0.766,-136.43,1.13
218,94,Car,257,312,285,326,0.727,0.00,0.00
218,95,Car,60,314,112,335,0.684,0.00,0.00
219,1,Car,508,306,530,324,0.662,-6.50,-1.77
219,2,Car,737,300,790,336,0.550,18.15,-0.52
219,92,Car,190,313,221,329,0.782,-140.24,2.43
219,94,Car,252,312,282,326,0.689,0.00,0.00
219,95,Car,42,313,98,335,0.714,0.00,0.00
220,1,Car,508,307,531,325,0.658,-5.08,-0.58
220,2,Car,737,300,792,336,0.531,21.36,0.08
220,92,Car,182,313,215,330,0.755,-146.29,3.83
220,94,Car,246,312,277,327,0.737,0.00,0.00
220,95,Car,23,314,85,337,0.746,0.00,0.00
221,1,Car,508,306,531,324,0.664,-3.12,-3.11
221,2,Car,739,300,793,336,0.520,23.80,-1.57
221,92,Car,174,312,208,329,0.777,-154.74,2.05
221,94,Car,241,311,272,326,0.720,-108.84,-0.50
221,95,Car,4,313,70,337,0.770,0.00,0.00
222,1,Car,508,306,532,324,0.663,-1.34,-3.55
222,2,Car,739,300,794,336,0.730,24.58,-2.18
222,92,Car,166,312,200,329,0.792,-163.93,1.13
222,94,Car,236,311,267,326,0.664,-113.68,-0.52
222,95,Car,0,313,50,337,0.780,-352.66,4.70
223,1,Car,508,306,532,323,0.650,0.71,-5.40
223,2,Car,741,299,796,336,0.746,26.07,-5.14
223,92,Car,157,312,193,330,0.782,-170.71,-0.49
223,94,Car,229,311,262,327,0.685,-118.50,-0.27
224,1,Car,508,306,533,323,0.643,2.10,-4.87
224,2,Car,742,300,798,336,0.657,28.32,-4.41
224,92,Car,148,312,185,330,0.765,-178.30,0.02
224,94,Car,222,311,256,327,0.729,-124.49,-0.46
225,1,Car,508,306,532,323,0.646,3.06,-3.30
225,2,Car,743,300,799,336,0.577,26.89,-3.36
225,92,Car,138,312,176,331,0.779,-186.48,2.08
225,94,Car,215,311,250,327,0.771,-131.14,1.91
226,1,Car,509,306,532,323,0.650,3.46,-1.86
226,2,Car,744,299,800,336,0.771,29.36,-2.41
226,92,Car,128,312,169,332,0.663,-194.24,4.65
226,94,Car,208,311,244,328,0.747,-139.02,2.92
227,1,Car,509,305,532,322,0.698,4.48,-3.87
227,2,Car,745,298,802,335,0.623,30.06,-4.27
227,92,Car,116,311,159,331,0.807,-206.11,2.48
227,94,Car,201,310,239,328,0.748,-142.22,0.31
228,1,Car,509,305,532,323,0.689,3.69,-4.19
228,2,Car,747,298,803,335,0.693,33.07,-3.69
228,92,Car,105,311,148,331,0.808,-219.17,-0.11
228,94,Car,192,309,230,328,0.769,-154.68,-1.29
229,1,Car,509,305,532,322,0.681,2.80,-6.05
229,2,Car,748,298,804,335,0.672,32.83,-4.90
229,92,Car,92,310,136,331,0.792,-234.41,-2.25
229,94,Car,183,309,222,328,0.787,-164.51,-3.23
230,1,Car,509,304,532,322,0.679,1.57,-5.57
230,2,Car,749,297,806,335,0.716,33.56,-5.62
230,92,Car,77,309,125,332,0.795,-251.60,-0.50
230,94,Car,172,308,214,328,0.785,-175.36,-2.76
231,1,Car,509,304,532,322,0.672,0.93,-5.03
231,2,Car,750,298,808,335,0.706,34.06,-4.16
231,92,Car,62,309,112,332,0.820,-267.11,-1.30
231,94,Car,162,307,205,328,0.790,-188.10,-3.59
231,100,Car,486,306,499,317,0.345,0.00,0.00
232,1,Car,508,305,532,322,0.662,-0.64,-2.66
232,2,Car,751,298,809,336,0.758,33.40,-1.40
232,92,Car,45,309,98,333,0.837,-287.55,0.80
232,94,Car,150,307,196,329,0.776,-201.32,-2.36
232,100,Car,486,307,499,318,0.384,0.00,0.00
233,1,Car,508,306,531,323,0.647,-1.60,-1.20
233,2,Car,752,299,811,337,0.621,31.57,0.36
233,92,Car,27,309,83,334,0.831,-310.53,2.29
233,94,Car,138,308,186,330,0.818,-215.45,0.29
233,100,Car,486,307,499,318,0.319,0.00,0.00
234,1,Car,508,306,531,324,0.635,-1.71,0.74
234,2,Car,752,300,812,337,0.567,31.42,2.10
234,92,Car,7,310,66,337,0.856,-334.83,4.85
234,94,Car,124,309,175,332,0.830,-230.79,2.71
234,100,Car,486,308,499,319,0.307,0.00,0.00
235,1,Car,508,306,531,324,0.630,-2.65,1.05
235,2,Car,753,300,813,338,0.619,29.84,3.01
235,92,Car,0,310,48,337,0.843,-345.81,4.19
235,94,Car,110,309,163,332,0.813,-247.83,2.65
236,1,Car,508,306,531,323,0.635,-3.60,1.06
236,2,Car,755,298,814,337,0.694,29.76,2.81
236,92,Car,0,309,29,336,0.802,-343.56,3.55
236,94,Car,95,308,150,332,0.802,-270.46,3.43
237,1,Car,507,304,530,322,0.658,-4.43,-3.14
237,2,Car,756,297,816,336,0.704,28.86,-1.44
237,94,Car,77,307,136,332,0.772,-289.91,2.74
237,100,Car,486,306,499,317,0.334,0.00,0.00
238,1,Car,507,304,530,322,0.662,-4.43,-2.21
238,2,Car,757,297,817,336,0.753,28.75,-0.23
238,94,Car,59,307,123,332,0.789,-309.51,4.43
238,100,Car,486,307,499,317,0.331,0.00,0.00
239,1,Car,507,304,530,321,0.631,-5.05,-1.45
239,2,Car,757,297,818,336,0.729,26.50,1.20
239,94,Car,39,307,107,334,0.843,-334.96,6.58
239,100,Car,486,307,499,317,0.312,0.00,0.00
240,1,Car,507,305,530,323,0.577,-4.70,1.65
240,2,Car,758,297,819,337,0.727,27.54,2.14
240,94,Car,16,307,89,335,0.826,-363.95,10.34
241,1,Car,507,305,530,323,0.413,-4.67,0.35
241,2,Car,759,297,821,337,0.760,26.81,0.05
241,94,Car,0,308,69,336,0.854,-385.85,9.92
242,1,Car,507,306,529,323,0.443,-4.35,0.71
242,2,Car,760,298,823,338,0.737,27.33,0.55
242,94,Car,0,308,46,336,0.831,-385.80,8.31
243,1,Car,507,306,529,323,0.448,-4.23,-1.64
243,2,Car,760,298,824,338,0.632,28.51,-0.51
244,1,Car,507,306,529,323,0.474,-4.16,-1.08
244,2,Car,761,298,825,339,0.684,28.59,0.12
245,1,Car,506,307,529,324,0.461,-3.81,3.02
245,2,Car,762,300,827,340,0.603,28.18,7.03
246,1,Car,506,307,529,324,0.442,-3.34,8.61
246,2,Car,763,300,828,341,0.655,27.81,12.04
247,1,Car,506,307,528,324,0.338,-3.60,8.76
247,2,Car,765,300,830,341,0.676,29.13,12.41
248,1,Truck,506,307,528,324,0.344,-3.56,8.60
248,2,Car,766,300,831,341,0.746,30.81,11.85
249,1,Car,506,307,528,324,0.328,-3.32,5.14
249,2,Car,767,300,833,342,0.782,30.97,10.13
250,1,Truck,506,307,528,324,0.368,-3.27,4.73
250,2,Car,769,300,835,342,0.774,32.13,11.01
251,1,Car,506,306,528,324,0.410,-4.47,1.54
251,2,Car,769,300,835,342,0.756,31.01,7.51
252,1,Car,506,307,528,324,0.432,-4.17,2.86
252,2,Car,771,300,837,342,0.833,32.70,8.70
253,1,Car,506,307,528,324,0.449,-4.09,2.00
253,2,Car,771,301,839,343,0.807,32.58,8.11
254,1,Car,505,308,527,324,0.522,-3.69,2.13
254,2,Car,772,301,840,343,0.784,32.46,6.01
255,1,Car,505,308,527,324,0.597,-4.13,0.54
255,2,Car,772,300,841,343,0.782,30.59,2.60
256,1,Car,505,308,527,324,0.651,-4.29,0.20
256,2,Car,773,299,842,342,0.717,29.02,-0.10
256,106,Car,483,309,496,319,0.346,0.00,0.00
257,1,Car,505,308,526,324,0.646,-4.08,1.89
257,2,Car,774,299,844,342,0.758,29.68,0.44
257,106,Car,483,309,496,320,0.321,0.00,0.00
258,1,Car,505,308,526,324,0.645,-5.21,1.15
258,2,Car,776,298,846,342,0.764,29.83,-2.66
258,106,Car,483,309,496,319,0.334,0.00,0.00
259,1,Car,505,307,526,324,0.604,-4.30,0.50
259,2,Car,778,298,848,342,0.624,30.83,-3.65
259,109,Car,73,312,116,333,0.597,0.00,0.00
260,1,Car,505,307,526,324,0.621,-3.62,1.55
260,2,Car,778,297,850,342,0.682,32.38,-3.21
260,109,Car,55,312,99,335,0.516,0.00,0.00
260,106,Car,483,308,496,319,0.306,0.00,0.00
261,1,Car,505,307,526,324,0.616,-3.75,0.68
261,2,Car,780,297,852,342,0.773,32.59,-5.01
261,109,Car,34,312,79,335,0.679,0.00,0.00
262,1,Car,505,308,526,325,0.704,-3.91,2.87
262,2,Car,781,298,853,343,0.796,34.10,-3.93
262,109,Car,13,313,55,337,0.698,0.00,0.00
262,106,Car,483,309,497,320,0.371,0.00,0.00
263,1,Car,505,308,526,324,0.670,-3.42,0.74
263,2,Car,783,298,855,343,0.648,35.75,-5.49
263,109,Car,0,314,33,338,0.430,0.00,0.00
263,106,Car,483,309,496,319,0.364,0.00,0.00
264,1,Car,505,308,526,324,0.624,-2.20,-0.23
264,2,Car,784,297,857,343,0.741,38.93,-4.10
265,1,Car,504,307,526,323,0.662,-1.42,-2.85
265,2,Car,785,297,859,342,0.746,40.89,-4.27
265,106,Car,484,307,497,318,0.334,0.00,0.00
266,1,Car,504,307,527,322,0.628,-0.39,-4.50
266,2,Car,787,297,862,343,0.703,42.00,-3.24
267,1,Car,505,307,527,323,0.545,0.79,-1.96
267,2,Truck,788,297,864,343,0.465,42.50,1.00
268,1,Car,505,308,527,324,0.516,1.43,0.89
268,2,Car,790,298,866,344,0.455,41.83,4.30
268,110,Truck,791,298,867,345,0.434,0.00,0.00
269,1,Car,506,309,527,324,0.505,2.55,1.64
269,2,Truck,789,298,868,345,0.523,40.11,5.45
270,1,Car,506,309,527,323,0.517,3.34,1.04
270,2,Car,792,298,870,345,0.502,43.34,5.68
271,1,Car,506,309,527,324,0.437,3.82,0.12
271,2,Car,795,298,873,346,0.672,45.22,5.08
272,1,Car,506,309,527,324,0.476,3.66,0.46
272,2,Car,796,298,875,345,0.732,46.06,3.97
273,1,Car,506,309,528,325,0.409,3.73,1.92
273,2,Car,799,298,877,346,0.823,47.17,6.33
273,112,Car,233,307,264,323,0.606,0.00,0.00
274,1,Car,505,309,527,324,0.389,2.99,4.54
274,2,Car,799,298,878,346,0.804,46.22,8.18
274,112,Car,226,307,259,323,0.582,0.00,0.00
275,1,Car,505,309,528,325,0.361,2.17,5.54
275,2,Car,801,299,881,347,0.813,46.24,9.25
275,112,Car,218,307,254,324,0.596,0.00,0.00
276,1,Car,505,308,528,324,0.466,1.80,2.96
276,2,Car,803,298,883,346,0.825,47.00,5.41
276,112,Car,210,306,250,323,0.594,0.00,0.00
277,1,Car,505,307,527,323,0.453,-0.31,-1.59
277,2,Car,804,297,885,346,0.754,46.41,1.28
277,112,Car,202,306,241,323,0.526,0.00,0.00
278,1,Car,504,308,526,323,0.343,-2.75,-1.95
278,2,Car,805,298,887,347,0.816,47.51,3.07
278,112,Car,193,305,233,323,0.621,0.00,0.00
279,2,Car,805,299,888,348,0.842,42.05,5.16
279,112,Car,183,305,225,324,0.614,0.00,0.00
280,2,Car,806,300,889,350,0.832,39.45,9.10
280,1,Car,503,309,525,325,0.318,-6.21,2.02
281,2,Car,807,301,891,351,0.800,38.15,11.43
281,1,Car,503,309,524,325,0.425,-7.19,1.39
281,112,Car,161,305,206,326,0.483,0.00,0.00
282,2,Car,809,301,894,352,0.582,38.16,11.82
282,1,Car,503,309,524,326,0.515,-7.58,2.03
282,112,Car,150,305,195,327,0.569,0.00,0.00
282,106,Car,482,310,495,320,0.332,0.00,0.00
283,2,Car,810,302,897,353,0.705,40.85,14.16
283,1,Car,503,310,524,326,0.486,-7.71,2.57
283,112,Car,135,305,187,328,0.726,-219.59,4.32
284,2,Car,812,302,898,353,0.695,37.96,11.25
284,1,Car,502,309,524,326,0.493,-7.72,1.63
284,112,Car,120,305,174,328,0.728,-239.62,4.42
284,106,Car,481,310,495,321,0.306,0.00,0.00
285,2,Car,812,301,899,352,0.834,35.70,12.12
285,1,Car,501,308,524,325,0.470,-9.21,-0.80
285,112,Car,103,304,162,328,0.728,-259.89,0.76
285,106,Car,481,310,494,320,0.357,-1.70,0.53
286,2,Car,814,300,901,352,0.863,35.67,12.51
286,1,Car,501,308,523,324,0.457,-10.46,-0.35
286,112,Car,86,303,148,328,0.731,-284.13,0.93
286,106,Car,481,309,494,319,0.358,-1.99,-0.16
287,2,Car,815,300,902,352,0.810,36.22,10.47
287,1,Car,501,309,523,324,0.536,-10.60,2.31
287,112,Car,67,302,134,328,0.500,-302.12,2.10
287,106,Car,481,309,494,319,0.346,-1.87,0.17
288,2,Car,817,302,905,354,0.879,40.25,12.86
288,1,Car,501,310,522,325,0.590,-9.26,6.15
288,112,Car,46,304,117,331,0.595,-327.26,7.70
289,2,Car,818,303,907,355,0.852,41.07,10.46
289,1,Car,501,312,522,326,0.666,-8.04,6.14
289,112,Car,24,304,101,333,0.747,-354.60,9.92
290,2,Car,819,303,909,356,0.783,41.11,9.64
290,1,Car,500,312,521,327,0.636,-8.16,6.30
290,112,Car,3,304,79,334,0.714,-394.07,9.09
291,2,Car,820,301,911,355,0.768,39.70,3.94
291,1,Car,500,312,521,326,0.629,-8.52,4.89
292,2,Car,822,300,914,353,0.800,38.90,-1.67
292,1,Car,499,310,521,325,0.594,-9.39,0.12
293,2,Car,824,298,916,352,0.822,41.93,-5.82
293,1,Car,499,309,521,325,0.546,-9.92,-0.81
294,2,Car,825,297,918,352,0.812,44.47,-6.68
294,1,Car,498,309,521,324,0.530,-8.36,0.24
295,2,Car,827,296,921,351,0.833,46.72,-7.66
295,1,Car,498,308,521,324,0.555,-7.43,-0.29
296,2,Car,829,294,924,350,0.849,49.24,-11.75
296,1,Car,498,307,521,322,0.549,-6.64,-4.58
297,2,Car,831,293,926,349,0.781,48.70,-18.72
297,1,Car,498,307,520,321,0.474,-6.70,-10.96
297,119,Car,480,307,493,318,0.348,0.00,0.00
298,2,Car,833,293,928,349,0.797,49.89,-22.76
298,1,Car,498,307,520,321,0.452,-6.52,-14.47
298,119,Car,480,307,493,318,0.348,0.00,0.00
299,2,Car,835,293,931,350,0.865,52.75,-22.31
299,1,Car,498,307,520,321,0.447,-5.29,-14.65
299,119,Car,480,308,493,318,0.363,0.00,0.00
300,2,Car,837,293,934,351,0.860,54.51,-17.40
300,1,Car,497,307,520,323,0.436,-5.95,-11.85
301,2,Car,839,293,937,351,0.793,55.69,-13.39
301,1,Car,496,307,519,322,0.420,-7.12,-8.87
301,119,Car,481,308,492,318,0.353,0.00,0.00
302,2,Car,840,292,940,350,0.614,56.72,-10.26
302,1,Car,496,306,519,322,0.405,-6.70,-8.00
302,119,Car,480,307,492,317,0.383,0.00,0.00
303,2,Car,842,292,943,350,0.701,56.78,-9.77
303,1,Car,495,305,519,321,0.495,-7.63,-8.61
303,119,Car,480,307,492,317,0.367,0.00,0.00
304,2,Car,844,291,945,349,0.557,57.00,-8.94
304,1,Car,497,305,519,320,0.460,-4.80,-10.33
304,119,Car,480,306,492,316,0.379,0.00,0.00
305,2,Car,846,291,948,350,0.816,57.29,-4.63
305,1,Car,497,305,519,320,0.455,-3.98,-6.37
305,119,Car,480,306,492,316,0.343,0.00,0.00
306,2,Car,848,291,951,350,0.797,59.21,-2.35
306,1,Car,497,304,518,319,0.467,-4.73,-6.79
307,2,Car,850,290,954,350,0.746,59.50,-1.70
307,1,Car,496,304,518,319,0.473,-4.94,-7.34
307,119,Car,480,305,492,315,0.333,0.00,0.00
308,2,Car,852,290,956,350,0.706,58.41,-2.35
308,1,Car,496,304,518,318,0.453,-5.40,-8.24
308,119,Car,480,305,492,315,0.337,-1.55,-6.21
309,2,Car,854,290,959,350,0.614,57.81,-4.77
309,1,Car,497,303,517,318,0.455,-3.47,-11.06
309,119,Car,480,304,492,315,0.315,-1.58,-7.09
310,2,Car,856,289,960,350,0.705,55.18,-7.31
310,1,Car,496,303,517,318,0.474,-3.00,-11.42
310,119,Car,479,304,491,314,0.350,-2.57,-8.34
311,2,Car,858,289,960,351,0.570,51.86,-4.44
311,1,Car,495,303,517,318,0.491,-3.03,-9.85
311,119,Car,479,304,492,314,0.328,-2.48,-9.30
312,2,Car,860,289,960,351,0.650,48.75,-1.21
312,1,Car,495,304,517,318,0.535,-2.75,-6.51
312,119,Car,479,305,491,315,0.338,-3.43,-6.93
313,2,Car,862,289,960,351,0.726,45.10,0.53
313,1,Car,495,304,516,318,0.547,-5.46,-3.88
313,119,Car,479,305,491,315,0.352,-3.59,-5.33
314,2,Car,864,289,960,352,0.752,41.63,-0.31
314,1,Car,495,304,516,318,0.570,-5.78,-3.60
314,119,Car,479,305,491,315,0.392,-3.37,-2.43
315,2,Car,867,290,960,352,0.694,36.74,1.59
315,1,Car,495,305,516,319,0.525,-4.89,1.20
315,119,Car,479,306,491,316,0.336,-2.70,-0.58
316,2,Car,869,290,960,353,0.686,34.28,3.99
316,1,Car,495,305,516,319,0.461,-5.06,2.93
316,119,Car,479,306,491,317,0.372,-3.40,4.42
317,2,Car,871,290,960,353,0.592,31.45,3.19
317,1,Car,494,305,516,320,0.490,-5.47,3.86
317,119,Car,479,306,491,317,0.369,-2.85,5.52
318,2,Car,874,290,960,353,0.644,28.96,4.06
318,1,Car,494,306,515,320,0.500,-5.63,5.39
318,119,Car,479,306,491,317,0.375,-1.82,6.69
318,126,Truck,874,290,960,353,0.546,0.00,0.00
319,2,Car,876,289,959,353,0.717,28.21,4.95
319,1,Car,494,306,515,320,0.468,-5.07,6.55
319,119,Car,479,306,491,317,0.374,-1.28,7.42
320,2,Car,878,288,959,353,0.649,28.22,2.20
320,1,Car,495,305,515,319,0.479,-3.80,4.80
320,119,Car,479,306,491,317,0.354,-1.92,6.00
321,2,Car,881,287,959,353,0.712,28.72,-1.75
321,1,Car,495,305,515,319,0.462,-2.87,2.38
321,119,Car,479,305,491,316,0.361,-0.86,3.63
322,2,Car,883,286,959,353,0.759,28.98,-2.50
322,1,Car,495,305,515,319,0.458,-2.95,2.83
322,119,Car,478,305,491,316,0.391,-0.48,2.79
323,2,Car,886,287,959,353,0.645,29.59,-1.40
323,1,Car,494,305,515,319,0.474,-3.59,2.61
323,119,Car,478,305,491,316,0.384,-0.73,1.49
324,2,Car,888,287,959,354,0.631,29.63,-2.14
324,1,Car,494,305,515,320,0.480,-4.36,1.39
324,119,Car,478,306,491,317,0.401,-1.35,1.22
325,2,Car,891,288,959,355,0.786,29.97,-0.31
325,1,Car,493,306,515,321,0.458,-3.95,3.28
325,119,Car,479,307,491,317,0.359,-0.15,1.01
326,2,Car,893,288,959,356,0.749,30.19,1.02
326,1,Car,493,306,514,321,0.437,-3.87,3.63
327,2,Car,896,288,959,357,0.810,30.15,3.36
327,1,Car,492,306,514,322,0.399,-5.18,3.95
328,2,Car,899,289,959,358,0.670,30.81,6.31
328,1,Car,492,306,514,322,0.390,-5.53,3.39
329,2,Car,901,288,959,358,0.668,30.61,7.51
329,1,Car,491,306,513,321,0.357,-7.27,4.74
330,2,Car,904,288,959,357,0.742,31.60,7.00
330,1,Car,491,306,512,320,0.349,-8.74,4.44
331,2,Car,907,286,959,355,0.525,32.20,2.95
332,2,Car,910,286,959,355,0.558,32.72,1.66
333,2,Truck,912,287,959,355,0.521,33.22,1.25
334,2,Car,915,290,959,355,0.568,33.71,2.84
335,2,Car,919,292,959,357,0.637,34.83,7.36
336,2,Car,921,294,959,357,0.533,34.72,7.92
337,2,Car,925,295,959,357,0.628,35.97,8.57
338,2,Car,928,296,959,357,0.703,37.75,10.01
339,2,Car,931,300,959,358,0.659,37.51,19.33
340,2,Car,934,304,959,358,0.589,37.68,29.64
341,2,Car,937,306,959,359,0.558,38.04,32.65
341,1,Car,491,307,511,321,0.314,-5.02,2.92
342,2,Car,940,306,959,358,0.536,38.83,32.10
342,1,Car,491,307,511,321,0.332,-4.82,2.41
343,2,Car,944,310,959,358,0.602,39.67,31.15
343,1,Car,491,307,511,321,0.310,-4.51,1.47
344,2,Car,948,316,959,358,0.442,41.30,34.14
346,129,Car,82,306,128,331,0.629,0.00,0.00
347,129,Car,66,306,115,332,0.678,0.00,0.00
347,1,Car,491,307,511,321,0.308,-3.67,0.43
348,129,Car,48,307,100,333,0.639,0.00,0.00
348,1,Car,491,307,510,321,0.387,-3.56,-0.08
349,129,Car,30,307,83,334,0.655,0.00,0.00
349,1,Car,491,307,510,321,0.382,-2.99,-0.59
350,129,Car,8,307,65,336,0.710,0.00,0.00
350,1,Car,491,307,510,321,0.467,-2.84,-0.07
351,129,Car,0,306,46,337,0.580,0.00,0.00
351,1,Car,491,307,510,321,0.492,-2.29,0.07
352,129,Car,0,306,25,337,0.671,0.00,0.00
352,1,Car,490,307,510,321,0.488,-2.00,0.18
353,1,Car,490,306,510,320,0.471,-2.06,-2.00
354,1,Car,490,306,509,321,0.484,-2.54,-0.80
355,1,Car,490,306,509,321,0.429,-2.97,-0.03
356,1,Car,490,306,509,321,0.447,-3.85,-0.49
357,1,Car,489,307,508,321,0.373,-5.09,0.32
358,1,Car,489,306,508,321,0.363,-5.74,-0.82
359,1,Car,489,306,508,321,0.395,-5.62,-1.25
360,1,Car,489,306,507,320,0.347,-6.07,-2.11
361,1,Car,489,307,507,320,0.345,-5.16,-0.65
362,1,Car,488,307,507,321,0.375,-6.54,1.46
363,1,Car,488,307,507,321,0.373,-5.83,0.51
364,1,Car,488,307,507,320,0.346,-5.17,0.53
365,1,Car,488,307,507,320,0.370,-4.91,0.11
366,1,Car,488,307,507,320,0.396,-2.53,-0.96
367,1,Car,488,307,507,320,0.422,-2.46,0.94
367,135,Car,235,309,266,324,0.396,0.00,0.00
368,1,Car,489,307,507,320,0.475,-0.91,0.23
368,135,Car,229,309,261,324,0.360,0.00,0.00
369,1,Car,488,307,507,320,0.587,-0.60,0.27
369,135,Car,222,308,254,324,0.356,0.00,0.00
370,1,Car,489,306,507,319,0.511,-0.48,-1.89
370,135,Car,214,308,246,325,0.441,0.00,0.00
371,1,Car,488,307,507,320,0.533,0.44,-1.93
371,135,Car,207,308,240,325,0.541,0.00,0.00
372,1,Car,488,307,507,320,0.579,0.29,-1.51
372,135,Car,199,308,233,326,0.544,0.00,0.00
373,1,Car,488,307,507,320,0.488,0.41,-0.99
373,135,Car,189,308,225,326,0.347,0.00,0.00
374,1,Car,488,307,507,320,0.538,-0.08,-0.22
374,135,Car,179,308,217,327,0.570,0.00,0.00
375,1,Car,488,307,507,320,0.516,-0.37,0.87
375,135,Car,168,308,208,327,0.508,0.00,0.00
376,1,Car,488,307,507,320,0.504,0.06,-0.15
376,135,Car,156,308,200,328,0.528,-202.04,2.90
377,1,Car,489,306,507,319,0.541,-0.15,-2.85
377,135,Car,144,307,190,328,0.369,-216.99,1.48
378,1,Car,489,306,507,319,0.494,0.80,-2.91
378,135,Car,131,306,180,328,0.710,-229.29,2.70
379,1,Car,489,306,507,318,0.496,1.02,-1.73
379,135,Car,117,306,169,329,0.727,-242.27,3.72
380,1,Car,489,306,507,318,0.462,2.21,-2.79
380,135,Car,103,305,158,329,0.751,-259.68,1.80
381,1,Car,489,306,507,319,0.516,2.31,-1.60
381,135,Car,86,306,145,331,0.786,-278.53,4.21
382,1,Car,490,306,508,319,0.553,3.13,-1.22
